Day,Date,Adjumani sim,Adjumani data,Adjumani error,East_Darfur sim,East_Darfur data,East_Darfur error,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Kakuma sim,Kakuma data,Kakuma error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Meri sim,Meri data,Meri error,North_Darfur sim,North_Darfur data,North_Darfur error,Rhino sim,Rhino data,Rhino error,South_Darfur sim,South_Darfur data,South_Darfur error,South_Kordofan sim,South_Kordofan data,South_Kordofan error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Nguenyyiel sim,Nguenyyiel data,Nguenyyiel error,Okugo sim,Okugo data,Okugo error,Pugnido sim,Pugnido data,Pugnido error,Pugnido_two sim,Pugnido_two data,Pugnido_two error,Tierkidi sim,Tierkidi data,Tierkidi error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
44,2016-07-15,3917,4239.0,0.0759613116301014,10,36.0,0.7222222222222222,1173,11238.0,0.895621996796583,221,846.0,0.7387706855791962,1877,187.0,9.037433155080214,1195,0.0,0.0,3138,2123.0,0.4780970325011775,6,0.0,0.0,1277,1889.0,0.3239809422975119,28,0.0,0.0,44,0.0,0.0,23,0.0,0.0,4,2662.0,0.9984973703981967,4,703.0,0.9943100995732574,142,599.0,0.7629382303839733,60,0.0,0.0,32,864.0,0.962962962962963,69,28.0,1.4642857142857144,1,13.0,0.9230769230769232,51,614.0,0.9169381107491856,0.8053838178257363,26041,26041,26041,13272,0
45,2016-07-16,4022,4292.0,0.0629077353215283,10,551.0,0.9818511796733213,1209,11318.0,0.893179006891677,230,846.0,0.7281323877068557,1953,200.0,8.765,1219,0.0,0.0,3225,2171.0,0.4854905573468449,6,0.0,0.0,1308,1989.0,0.3423831070889894,30,3.0,9.0,51,0.0,0.0,24,0.0,0.0,5,2756.0,0.9981857764876632,4,771.0,0.9948119325551232,152,615.0,0.7528455284552845,62,0.0,0.0,32,865.0,0.9630057803468208,77,28.0,1.75,1,13.0,0.9230769230769232,56,629.0,0.9109697933227344,0.8082596960845935,27047,27047,27047,13676,0
46,2016-07-17,4140,4346.0,0.0473999079613437,10,1067.0,0.9906279287722588,1241,11398.0,0.8911212493419898,240,846.0,0.7163120567375887,2029,212.0,8.570754716981131,1236,0.0,0.0,3323,2219.0,0.4975214060387563,6,0.0,0.0,1333,2088.0,0.3615900383141762,32,6.0,4.333333333333333,51,0.0,0.0,27,0.0,0.0,6,2850.0,0.9978947368421052,4,839.0,0.99523241954708,164,631.0,0.740095087163233,67,0.0,0.0,32,866.0,0.9630484988452656,84,29.0,1.896551724137931,1,13.0,0.9230769230769232,59,645.0,0.9085271317829458,0.8108358581358047,28055,28055,28055,14085,0
47,2016-07-18,4236,4399.0,0.037053875880882,11,1582.0,0.993046776232617,1274,11478.0,0.8890050531451472,244,846.0,0.7115839243498818,2125,225.0,8.444444444444445,1269,0.0,0.0,3425,2267.0,0.5108072342302603,7,0.0,0.0,1362,2188.0,0.3775137111517367,34,9.0,2.7777777777777777,53,0.0,0.0,29,0.0,0.0,6,2944.0,0.9979619565217392,4,908.0,0.9955947136563876,170,647.0,0.7372488408037094,68,0.0,0.0,35,867.0,0.9596309111880046,90,29.0,2.103448275862069,1,13.0,0.9230769230769232,61,660.0,0.9075757575757576,0.8154290826508843,29062,29062,29062,14504,0
48,2016-07-19,4372,4452.0,0.017969451931716,13,2098.0,0.9938036224976168,1304,11558.0,0.8871777124069908,251,846.0,0.7033096926713949,2220,237.0,8.367088607594937,1312,0.0,0.0,3509,2316.0,0.5151122625215889,7,0.0,0.0,1391,2288.0,0.3920454545454546,37,12.0,2.083333333333333,58,0.0,0.0,31,0.0,0.0,6,3038.0,0.9980250164581962,6,976.0,0.9938524590163934,184,663.0,0.722473604826546,71,0.0,0.0,40,868.0,0.9539170506912442,94,29.0,2.2413793103448274,1,13.0,0.9230769230769232,64,676.0,0.9053254437869822,0.8177253076155637,30070,30070,30070,14971,0
49,2016-07-20,4499,4506.0,0.0015534842432312,13,2613.0,0.9950248756218906,1344,11638.0,0.8845162399037635,255,846.0,0.698581560283688,2311,250.0,8.244,1347,0.0,0.0,3605,2364.0,0.5249576988155669,8,0.0,0.0,1431,2388.0,0.4007537688442211,38,15.0,1.5333333333333332,61,0.0,0.0,35,0.0,0.0,6,3132.0,0.9980842911877394,6,1044.0,0.9942528735632185,189,679.0,0.7216494845360825,78,0.0,0.0,43,869.0,0.950517836593786,98,29.0,2.3793103448275863,1,13.0,0.9230769230769232,68,692.0,0.9017341040462428,0.8201299954952056,31078,31078,31078,15436,0
50,2016-07-21,4637,4559.0,0.017109015134898,13,3129.0,0.995845317992969,1403,11718.0,0.8802696705922513,259,846.0,0.6938534278959811,2435,262.0,8.293893129770993,1378,0.0,0.0,3708,2412.0,0.5373134328358209,8,0.0,0.0,1480,2488.0,0.405144694533762,39,18.0,1.1666666666666663,64,0.0,0.0,38,0.0,0.0,6,3226.0,0.9981401115933044,6,1112.0,0.9946043165467626,199,695.0,0.7136690647482015,82,0.0,0.0,45,870.0,0.9482758620689656,103,29.0,2.5517241379310347,1,13.0,0.9230769230769232,72,707.0,0.8981612446958982,0.8269542451065952,32084,32084,32084,15976,0
51,2016-07-22,4798,4613.0,0.0401040537611099,14,3644.0,0.9961580680570802,1439,11798.0,0.8780301746058654,265,846.0,0.6867612293144207,2539,275.0,8.232727272727272,1421,0.0,0.0,3820,2460.0,0.5528455284552845,8,0.0,0.0,1516,2587.0,0.4139930421337456,40,21.0,0.9047619047619048,67,0.0,0.0,39,0.0,0.0,7,3320.0,0.9978915662650604,6,1180.0,0.994915254237288,212,712.0,0.702247191011236,85,0.0,0.0,46,871.0,0.947187141216992,106,29.0,2.655172413793104,1,13.0,0.9230769230769232,74,723.0,0.8976486860304288,0.8352169708690922,33092,33092,33092,16503,0
52,2016-07-23,4941,4666.0,0.058936990998714,16,4160.0,0.9961538461538462,1477,11878.0,0.8756524667452433,273,846.0,0.677304964539007,2649,287.0,8.229965156794425,1461,0.0,0.0,3919,2509.0,0.5619768832204066,8,0.0,0.0,1553,2687.0,0.4220320059545962,45,24.0,0.875,70,0.0,0.0,41,0.0,0.0,8,3414.0,0.9976567076742824,7,1249.0,0.9943955164131304,217,712.0,0.6952247191011236,94,0.0,0.0,47,873.0,0.9461626575028635,115,29.0,2.9655172413793105,1,13.0,0.9230769230769232,79,723.0,0.8907330567081604,0.842530085118873,34070,34070,34070,17021,0
53,2016-07-24,5080,4720.0,0.0762711864406779,17,4676.0,0.9963644140290848,1516,11958.0,0.8732229469811005,285,846.0,0.6631205673758865,2770,300.0,8.233333333333333,1505,0.0,0.0,4034,2557.0,0.577630035197497,8,0.0,0.0,1585,2787.0,0.4312881234302117,52,27.0,0.9259259259259258,73,0.0,0.0,45,0.0,0.0,9,3508.0,0.9974344355758268,7,1317.0,0.9946848899012908,223,713.0,0.6872370266479664,94,0.0,0.0,50,874.0,0.94279176201373,118,29.0,3.068965517241379,1,13.0,0.9230769230769232,85,724.0,0.8825966850828729,0.8497817341436275,35049,35049,35049,17557,0
54,2016-07-25,5209,4773.0,0.091347161114603,21,5191.0,0.9959545366981314,1557,12038.0,0.8706595780029905,288,846.0,0.6595744680851063,2872,312.0,8.205128205128204,1550,0.0,0.0,4174,2605.0,0.6023032629558542,8,0.0,0.0,1624,2887.0,0.4374783512296502,56,30.0,0.8666666666666667,77,0.0,0.0,49,0.0,0.0,11,3602.0,0.9969461410327596,7,1385.0,0.9949458483754512,231,713.0,0.6760168302945302,97,0.0,0.0,53,875.0,0.9394285714285714,124,29.0,3.275862068965517,1,13.0,0.9230769230769232,90,724.0,0.8756906077348067,0.8566193820614607,36023,36023,36023,18099,0
55,2016-07-26,5358,4826.0,0.1102362204724409,22,5707.0,0.9961450849833536,1595,12118.0,0.8683776200693184,301,846.0,0.6442080378250591,2970,325.0,8.138461538461538,1592,0.0,0.0,4294,2653.0,0.6185450433471542,8,0.0,0.0,1674,2987.0,0.4395714763977234,56,33.0,0.696969696969697,78,0.0,0.0,50,0.0,0.0,13,3696.0,0.996482683982684,8,1453.0,0.9944941500344116,241,714.0,0.6624649859943977,101,0.0,0.0,57,876.0,0.934931506849315,130,29.0,3.482758620689655,1,13.0,0.9230769230769232,94,725.0,0.8703448275862069,0.8621388611118619,37001,37001,37001,18643,0
56,2016-07-27,5509,4880.0,0.1288934426229508,24,6222.0,0.996142719382835,1643,12198.0,0.8653057878340712,307,846.0,0.6371158392434988,3083,337.0,8.148367952522255,1643,0.0,0.0,4425,2702.0,0.6376757957068837,8,0.0,0.0,1730,3086.0,0.439403758911212,60,36.0,0.6666666666666667,84,0.0,0.0,52,0.0,0.0,13,3790.0,0.9965699208443272,8,1521.0,0.99474030243261,255,714.0,0.6428571428571428,107,0.0,0.0,62,877.0,0.9293044469783353,139,29.0,3.793103448275862,1,13.0,0.9230769230769232,100,725.0,0.8620689655172413,0.8683115651990732,37976,37976,37976,19253,0
57,2016-07-28,5649,4933.0,0.1451449422258259,26,6738.0,0.9961412882160878,1701,12278.0,0.8614595210946409,318,846.0,0.624113475177305,3213,350.0,8.18,1695,0.0,0.0,4560,2750.0,0.6581818181818182,10,0.0,0.0,1774,3186.0,0.4431889516635279,66,39.0,0.6923076923076923,91,0.0,0.0,56,0.0,0.0,13,3884.0,0.9966529351184346,8,1590.0,0.9949685534591196,265,715.0,0.6293706293706294,112,0.0,0.0,64,878.0,0.9271070615034168,143,30.0,3.7666666666666666,1,13.0,0.9230769230769232,108,726.0,0.8512396694214877,0.8745507752335969,38956,38956,38956,19873,0
58,2016-07-29,5812,4987.0,0.1654301183075996,28,7253.0,0.9961395284709776,1736,12358.0,0.8595241948535361,326,846.0,0.6146572104018913,3333,362.0,8.207182320441989,1751,0.0,0.0,4697,2798.0,0.6786990707648319,10,0.0,0.0,1824,3286.0,0.4449178332318929,69,42.0,0.6428571428571428,98,0.0,0.0,57,0.0,0.0,15,3978.0,0.9962292609351432,10,1658.0,0.993968636911942,270,716.0,0.6229050279329609,115,0.0,0.0,68,879.0,0.9226393629124005,147,30.0,3.9,1,13.0,0.9230769230769232,115,726.0,0.8415977961432507,0.881248121807072,39932,39932,39932,20482,0
59,2016-07-30,5977,5040.0,0.1859126984126984,28,7769.0,0.996395932552452,1781,12438.0,0.8568097764913973,330,846.0,0.6099290780141844,3460,375.0,8.226666666666667,1793,0.0,0.0,4823,2846.0,0.6946591707659873,10,0.0,0.0,1880,3386.0,0.444772593030124,71,45.0,0.5777777777777777,102,0.0,0.0,60,0.0,0.0,16,4072.0,0.9960707269155208,10,1726.0,0.9942062572421784,280,726.0,0.6143250688705234,124,0.0,0.0,71,880.0,0.9193181818181818,148,30.0,3.9333333333333336,1,13.0,0.9230769230769232,118,736.0,0.8396739130434783,0.8871432759968726,40928,40928,40928,21083,0
60,2016-07-31,6137,5094.0,0.2047506870828426,29,8285.0,0.9964996982498492,1833,12518.0,0.8535708579645311,336,846.0,0.6028368794326241,3595,387.0,8.289405684754522,1841,0.0,0.0,4930,2895.0,0.7029360967184801,11,0.0,0.0,1920,3486.0,0.4492254733218589,77,49.0,0.5714285714285714,107,0.0,0.0,62,0.0,0.0,18,4166.0,0.9956793086893904,11,1794.0,0.9938684503901896,292,736.0,0.6032608695652174,130,0.0,0.0,72,881.0,0.9182746878547106,157,30.0,4.233333333333333,1,13.0,0.9230769230769232,122,746.0,0.8364611260053619,0.892739588799313,41926,41926,41926,21681,0
61,2016-08-01,6359,9099.0,0.3011319925266512,29,8285.0,0.9964996982498492,1886,12518.0,0.8493369547851095,347,1134.0,0.6940035273368607,3739,400.0,8.3475,1886,0.0,0.0,5092,2943.0,0.7302072714916752,11,0.0,0.0,1979,4154.0,0.5235917188252287,80,49.0,0.6326530612244898,114,0.0,0.0,64,1.0,63.0,18,4252.0,0.995766698024459,11,1862.0,0.994092373791622,300,746.0,0.5978552278820375,133,0.0,0.0,73,882.0,0.9172335600907028,161,30.0,4.366666666666666,1,13.0,0.9230769230769232,126,756.0,0.8333333333333334,0.8579280196927256,47124,47124,47124,22409,0
62,2016-08-02,6642,13104.0,0.4931318681318681,30,8286.0,0.99637943519189,1949,12518.0,0.8443042019491932,355,1422.0,0.750351617440225,3925,412.0,8.526699029126213,1935,0.0,0.0,5333,2991.0,0.7830157138080909,11,0.0,0.0,2051,4822.0,0.5746578183326421,84,49.0,0.7142857142857142,120,0.0,0.0,70,2.0,34.0,19,4339.0,0.9956211108550356,11,1931.0,0.9943034697048162,309,756.0,0.5912698412698413,139,0.0,0.0,76,883.0,0.913929784824462,167,30.0,4.566666666666666,1,13.0,0.9230769230769232,129,766.0,0.8315926892950392,0.8708814310832506,52324,52324,52324,23356,0
63,2016-08-03,6946,17110.0,0.5940385739333722,32,8287.0,0.996138530228068,1997,12518.0,0.8404697235980189,368,1710.0,0.7847953216374269,4126,425.0,8.708235294117648,1994,0.0,0.0,5568,3039.0,0.8321816386969398,11,0.0,0.0,2139,5490.0,0.6103825136612022,85,49.0,0.7346938775510203,126,0.0,0.0,73,3.0,23.33333333333333,20,4426.0,0.9954812471757796,11,1999.0,0.994497248624312,318,766.0,0.5848563968668408,143,0.0,0.0,78,884.0,0.9117647058823528,171,30.0,4.7,1,13.0,0.9230769230769232,136,776.0,0.8247422680412371,0.881077792264233,57525,57525,57525,24343,0
64,2016-08-04,7358,21115.0,0.6515273502249586,32,8288.0,0.996138996138996,2054,12518.0,0.8359162805559994,376,1998.0,0.8118118118118118,4341,437.0,8.933638443935926,2085,0.0,0.0,5858,3088.0,0.8970207253886011,11,0.0,0.0,2228,6158.0,0.6381942189022409,85,49.0,0.7346938775510203,128,0.0,0.0,76,4.0,18.0,20,4513.0,0.9955683580766674,12,2067.0,0.9941944847605224,326,776.0,0.5798969072164948,145,0.0,0.0,81,885.0,0.9084745762711864,179,30.0,4.966666666666667,1,13.0,0.9230769230769232,143,786.0,0.8180661577608143,0.8893742526903149,62725,62725,62725,25539,0
65,2016-08-05,7762,25120.0,0.6910031847133757,34,8289.0,0.9958981783086016,2127,12518.0,0.8300846780635884,394,2287.0,0.8277219064276344,4556,450.0,9.124444444444444,2173,0.0,0.0,6129,3136.0,0.9544005102040816,12,0.0,0.0,2318,6826.0,0.6604160562554937,87,49.0,0.7755102040816326,130,0.0,0.0,80,5.0,15.0,20,4600.0,0.9956521739130436,12,2135.0,0.9943793911007026,338,786.0,0.5699745547073791,149,0.0,0.0,87,886.0,0.901805869074492,186,30.0,5.2,1,13.0,0.9230769230769232,147,796.0,0.8153266331658291,0.8957983688131201,67926,67926,67926,26742,0
66,2016-08-06,8227,29126.0,0.7175375952756987,36,8289.0,0.995656894679696,2220,12518.0,0.8226553762581882,408,2575.0,0.8415533980582525,4806,462.0,9.402597402597404,2297,0.0,0.0,6459,3184.0,1.0285804020100504,13,0.0,0.0,2423,7494.0,0.6766746730717907,89,49.0,0.8163265306122449,134,0.0,0.0,82,6.0,12.666666666666666,28,4687.0,0.9940260294431406,14,2204.0,0.9936479128856625,351,796.0,0.5590452261306533,151,0.0,0.0,90,887.0,0.8985343855693348,188,30.0,5.266666666666667,2,13.0,0.8461538461538461,153,806.0,0.8101736972704715,0.9016081831359573,73126,73126,73126,28171,0
67,2016-08-07,8711,33131.0,0.737074039419275,40,8290.0,0.9951749095295536,2320,12518.0,0.8146668796932417,431,2863.0,0.8494586098498079,5035,475.0,9.6,2416,0.0,0.0,6807,3232.0,1.1061262376237622,13,0.0,0.0,2537,8162.0,0.6891693212447929,91,49.0,0.8571428571428572,140,0.0,0.0,89,7.0,11.714285714285714,51,4774.0,0.9893171344784248,17,2272.0,0.9925176056338028,371,806.0,0.5397022332506203,154,0.0,0.0,94,889.0,0.8942632170978628,191,31.0,5.161290322580645,3,13.0,0.7692307692307692,159,816.0,0.8051470588235294,0.9057042181595344,78328,78328,78328,29670,0
68,2016-08-08,9214,37136.0,0.7518849633778544,42,8291.0,0.994934266071644,2428,12518.0,0.8060393034030995,451,3151.0,0.8568708346556648,5340,487.0,9.965092402464066,2544,0.0,0.0,7178,3281.0,1.1877476379152698,13,0.0,0.0,2668,8830.0,0.6978482446206116,94,49.0,0.9183673469387754,145,0.0,0.0,93,8.0,10.625,80,4861.0,0.9835424809709936,18,2340.0,0.9923076923076924,387,816.0,0.5257352941176471,162,0.0,0.0,97,890.0,0.8910112359550562,196,31.0,5.32258064516129,4,13.0,0.6923076923076923,165,826.0,0.8002421307506054,0.910197777990614,83528,83528,83528,31319,0
69,2016-08-09,9740,41142.0,0.7632589567838219,47,8292.0,0.9943318861553304,2531,12518.0,0.7978111519412047,469,3439.0,0.8636231462634487,5660,534.0,9.599250936329588,2675,0.0,0.0,7549,3329.0,1.2676479423250226,15,0.0,0.0,2813,9498.0,0.7038323857654243,95,49.0,0.9387755102040816,148,0.0,0.0,98,9.0,9.88888888888889,118,4948.0,0.9761519805982216,18,2408.0,0.9925249169435216,396,827.0,0.5211608222490931,166,0.0,0.0,103,891.0,0.8843995510662177,206,31.0,5.645161290322581,4,13.0,0.6923076923076923,169,835.0,0.7976047904191617,0.9132521433480166,88763,88763,88763,33020,0
70,2016-08-10,10271,45147.0,0.7724987263827054,50,8293.0,0.993970818762812,2654,12518.0,0.7879853011663205,485,3727.0,0.8698685269653877,5992,581.0,9.313253012048191,2820,0.0,0.0,7984,3377.0,1.3642286052709505,16,0.0,0.0,2986,10166.0,0.7062758213653355,97,49.0,0.979591836734694,156,0.0,0.0,99,10.0,8.9,187,5035.0,0.9628599801390268,18,2476.0,0.9927302100161552,415,837.0,0.5041816009557945,174,0.0,0.0,106,892.0,0.8811659192825112,212,31.0,5.838709677419355,4,13.0,0.6923076923076923,178,845.0,0.7893491124260354,0.9159547645137612,93997,93997,93997,34904,0
71,2016-08-11,10825,49153.0,0.7797692918031452,54,8294.0,0.9934892693513384,2769,12518.0,0.778798530116632,504,4016.0,0.8745019920318725,6336,627.0,9.105263157894736,2995,0.0,0.0,8396,3425.0,1.4513868613138683,16,0.0,0.0,3140,10834.0,0.710171681742662,104,49.0,1.1224489795918369,164,0.0,0.0,101,11.0,8.181818181818182,259,5122.0,0.9494338149160484,18,2545.0,0.9929273084479372,426,847.0,0.4970484061393152,177,0.0,0.0,109,893.0,0.8779395296752519,224,31.0,6.225806451612903,4,13.0,0.6923076923076923,187,855.0,0.7812865497076024,0.9186964013987282,99233,99233,99233,36808,0
72,2016-08-12,11373,49153.0,0.768620430085651,59,8294.0,0.9928864239209066,2898,12518.0,0.7684933695478511,528,4304.0,0.8773234200743494,6693,674.0,8.93026706231454,3147,0.0,0.0,8768,3474.0,1.5238917674150834,17,0.0,0.0,3317,10882.0,0.695184708693255,108,49.0,1.204081632653061,177,0.0,0.0,105,12.0,7.75,349,5208.0,0.9329877112135176,18,2613.0,0.9931113662456946,444,857.0,0.4819136522753792,184,0.0,0.0,110,894.0,0.8769574944071589,229,31.0,6.387096774193548,5,13.0,0.6153846153846154,189,865.0,0.7815028901734105,0.9164471509700424,99841,99841,99841,38718,0
73,2016-08-13,11900,49153.0,0.7578988057697393,61,8295.0,0.9926461723930078,3063,12518.0,0.7553123502156894,554,4592.0,0.8793554006968641,7016,720.0,8.744444444444444,3314,0.0,0.0,9140,3522.0,1.5951164111300398,21,0.0,0.0,3472,10931.0,0.682371237764157,110,49.0,1.2448979591836733,184,0.0,0.0,107,13.0,7.23076923076923,455,5295.0,0.9140698772426816,19,2681.0,0.9929130921298024,466,867.0,0.4625144175317186,194,0.0,0.0,112,895.0,0.8748603351955307,235,31.0,6.580645161290323,5,13.0,0.6153846153846154,195,875.0,0.7771428571428571,0.913877551020408,100450,100450,100450,40623,0
74,2016-08-14,12357,49153.0,0.7486013061257706,63,8296.0,0.9924059787849566,3198,12518.0,0.7445278798530117,584,4880.0,0.8803278688524591,7383,764.0,8.663612565445026,3452,0.0,0.0,9501,3570.0,1.661344537815126,22,0.0,0.0,3630,10980.0,0.6693989071038251,116,49.0,1.3673469387755102,193,0.0,0.0,115,14.0,7.2142857142857135,550,5382.0,0.8978075065031587,20,2749.0,0.9927246271371408,486,877.0,0.4458380843785633,211,0.0,0.0,114,896.0,0.8727678571428572,238,31.0,6.67741935483871,5,13.0,0.6153846153846154,201,885.0,0.7728813559322034,0.9125938826602809,101057,101057,101057,42439,0
75,2016-08-15,12753,49153.0,0.7405448294102089,64,8297.0,0.992286368566952,3330,12518.0,0.7339830643872823,605,5168.0,0.8829334365325078,7726,807.0,8.573729863692689,3592,0.0,0.0,9813,3618.0,1.7122719734660032,23,0.0,0.0,3786,11028.0,0.6566920565832426,123,49.0,1.510204081632653,207,0.0,0.0,117,15.0,6.8,654,5469.0,0.8804168952276468,20,2817.0,0.9929002484913028,507,887.0,0.4284103720405863,219,0.0,0.0,116,897.0,0.870680044593088,253,31.0,7.161290322580646,5,13.0,0.6153846153846154,210,895.0,0.7653631284916201,0.9113041254352658,101662,101662,101662,44123,0
76,2016-08-16,13168,49153.0,0.7321018045694057,66,8298.0,0.9920462762111352,3475,12518.0,0.7223997443681099,635,5456.0,0.8836143695014663,8084,850.0,8.510588235294117,3739,0.0,0.0,10137,3667.0,1.7643850559040088,25,0.0,0.0,3931,11077.0,0.645120519996389,125,49.0,1.5510204081632653,224,0.0,0.0,120,16.0,6.5,739,5556.0,0.8669906407487401,21,2886.0,0.9927234927234928,525,897.0,0.4147157190635451,227,0.0,0.0,119,898.0,0.8674832962138085,257,31.0,7.290322580645162,5,13.0,0.6153846153846154,223,905.0,0.7535911602209945,0.9100909357582868,102270,102270,102270,45845,0
77,2016-08-17,13525,49153.0,0.724838768742498,68,8299.0,0.9918062417158694,3619,12518.0,0.710896309314587,667,5745.0,0.8838990426457789,8475,893.0,8.490481522956326,3856,0.0,0.0,10452,3715.0,1.813458950201884,26,0.0,0.0,4074,11126.0,0.6338306669063455,129,49.0,1.6326530612244898,238,0.0,0.0,122,17.0,6.176470588235294,825,5643.0,0.8538011695906433,22,2954.0,0.992552471225457,559,907.0,0.3836824696802646,232,0.0,0.0,126,899.0,0.8598442714126807,268,32.0,7.375,5,13.0,0.6153846153846154,231,915.0,0.7475409836065574,0.9092614553160052,102878,102878,102878,47519,0
78,2016-08-18,13866,49153.0,0.7179012471263199,71,8299.0,0.9914447523798048,3747,12518.0,0.7006710337114554,694,6033.0,0.8849660202221117,9168,936.0,8.794871794871796,3977,0.0,0.0,10745,3763.0,1.855434493754983,28,0.0,0.0,4227,11174.0,0.6217111150885986,134,49.0,1.7346938775510203,248,0.0,0.0,126,18.0,6.0,923,5730.0,0.8389179755671903,24,3022.0,0.9920582395764396,585,917.0,0.3620501635768811,252,0.0,0.0,129,900.0,0.8566666666666667,275,32.0,7.59375,6,13.0,0.5384615384615384,244,925.0,0.7362162162162162,0.9114918536557084,103482,103482,103482,49469,0
79,2016-08-19,14209,49153.0,0.7109230362338006,71,8300.0,0.99144578313253,3882,12518.0,0.6898865633487777,726,6321.0,0.8851447555766493,9596,979.0,8.801838610827375,4091,0.0,0.0,11023,3811.0,1.8924166885331932,30,0.0,0.0,4354,11223.0,0.6120466898333778,138,49.0,1.816326530612245,261,0.0,0.0,133,19.0,6.0,1017,5817.0,0.8251676121712223,26,3090.0,0.9915857605177992,615,928.0,0.3372844827586206,262,0.0,0.0,134,901.0,0.851276359600444,284,32.0,7.875,7,13.0,0.4615384615384615,261,935.0,0.720855614973262,0.910999241034115,104089,104089,104089,51120,0
80,2016-08-20,14539,49153.0,0.7042093056374992,74,8301.0,0.9910854113962172,3987,12518.0,0.681498641955584,750,6609.0,0.8865183840217885,9957,1023.0,8.733137829912023,4201,0.0,0.0,11303,3860.0,1.928238341968912,31,0.0,0.0,4468,11272.0,0.6036195883605394,146,49.0,1.979591836734694,275,0.0,0.0,134,20.0,5.7,1105,5904.0,0.8128387533875339,29,3158.0,0.9908169727675744,646,928.0,0.3038793103448276,277,0.0,0.0,143,902.0,0.8414634146341463,296,32.0,8.25,7,17.0,0.5882352941176471,271,935.0,0.7101604278074867,0.9105186232458612,104681,104681,104681,52639,0
81,2016-08-21,14884,49153.0,0.6971904054686388,75,8302.0,0.990966032281378,4095,12518.0,0.6728710656654417,772,6897.0,0.8880672756270842,10286,1066.0,8.649155722326453,4321,0.0,0.0,11527,3908.0,1.949590583418629,32,0.0,0.0,4586,11321.0,0.5949121102376116,150,49.0,2.061224489795918,295,0.0,0.0,141,21.0,5.714285714285714,1192,5991.0,0.8010348856618261,30,3227.0,0.9907034397273008,696,928.0,0.25,289,0.0,0.0,149,904.0,0.8351769911504425,304,32.0,8.5,7,21.0,0.6666666666666667,285,935.0,0.6951871657754011,0.9090175068631084,105273,105273,105273,54116,0
82,2016-08-22,15194,49153.0,0.6908835676357497,78,8303.0,0.9906058051306756,4213,12518.0,0.663444639718805,792,7185.0,0.8897703549060543,10608,1109.0,8.565374211000902,4432,0.0,0.0,11748,3956.0,1.969666329625885,34,0.0,0.0,4711,11369.0,0.5856275837804557,159,49.0,2.2448979591836733,314,0.0,0.0,146,22.0,5.636363636363637,1283,6078.0,0.7889108259295821,31,3295.0,0.9905918057663126,733,928.0,0.2101293103448276,305,0.0,0.0,159,905.0,0.8243093922651934,325,32.0,9.15625,7,24.0,0.7083333333333333,299,935.0,0.6802139037433155,0.9077563975401706,105861,105861,105861,55571,0
83,2016-08-23,15489,49153.0,0.6848818993754195,83,8304.0,0.990004816955684,4310,12518.0,0.6556957980508069,810,7474.0,0.8916242975648916,10891,1152.0,8.453993055555555,4512,0.0,0.0,11996,4004.0,1.996003996003996,36,0.0,0.0,4815,11418.0,0.5782974251182343,161,49.0,2.2857142857142856,328,0.0,0.0,154,24.0,5.416666666666667,1365,6165.0,0.778588807785888,32,3363.0,0.9904846862920011,778,928.0,0.1616379310344827,323,0.0,0.0,168,906.0,0.814569536423841,345,32.0,9.78125,8,28.0,0.7142857142857143,310,935.0,0.6684491978609626,0.9065878838548468,106453,106453,106453,56914,0
84,2016-08-24,15775,49153.0,0.6790633328586251,84,8304.0,0.9898843930635838,4416,12518.0,0.6472279916919637,839,7762.0,0.8919093017263592,11162,1195.0,8.340585774058578,4613,0.0,0.0,12221,4053.0,2.0152973106340983,37,0.0,0.0,4911,11467.0,0.5717275660591261,170,49.0,2.4693877551020407,357,0.0,0.0,155,25.0,5.2,1463,6251.0,0.7659574468085106,33,3431.0,0.9903818128825416,824,928.0,0.1120689655172413,337,0.0,0.0,175,907.0,0.8070562293274531,357,32.0,10.15625,8,32.0,0.75,327,935.0,0.6502673796791444,0.9051400384895648,107042,107042,107042,58264,0
85,2016-08-25,16056,49153.0,0.6733464895326837,89,8305.0,0.9892835641180012,4522,12518.0,0.6387601853331203,864,8050.0,0.8926708074534162,11427,1238.0,8.23021001615509,4720,0.0,0.0,12441,4101.0,2.033650329188003,37,0.0,0.0,5009,11515.0,0.5650021710811984,177,49.0,2.6122448979591835,377,0.0,0.0,159,26.0,5.115384615384615,1544,6338.0,0.7563900284001263,37,3499.0,0.9894255501571878,861,928.0,0.0721982758620689,355,0.0,0.0,183,908.0,0.7984581497797356,374,32.0,10.6875,8,36.0,0.7777777777777778,343,935.0,0.6331550802139038,0.9039217325863368,107631,107631,107631,59583,0
